127.0.0.1 - - [09/Apr/2025:09:23:08 +0545] "GET / HTTP/1.1" 404 755
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:08 +0545] "GET /HeathcareAppointmentSystem/index.jsp HTTP/1.1" 200 13660
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:08 +0545] "GET /HeathcareAppointmentSystem/images/a.avif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:08 +0545] "GET /HeathcareAppointmentSystem/images/1.avif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:16 +0545] "GET /HeathcareAppointmentSystem/view/AdminLogin.jsp HTTP/1.1" 200 14314
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:16 +0545] "GET /HeathcareAppointmentSystem/images/admin-bg.jpg HTTP/1.1" 404 809
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:17 +0545] "GET /HeathcareAppointmentSystem/view/DoctorLogin.jsp HTTP/1.1" 200 12872
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:17 +0545] "GET /HeathcareAppointmentSystem/view/images/doctor-bg.jpg HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:19 +0545] "GET /HeathcareAppointmentSystem/view/UserLogin.jsp HTTP/1.1" 200 11082
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:19 +0545] "GET /HeathcareAppointmentSystem/view/images/patient-bg.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:21 +0545] "GET /HeathcareAppointmentSystem/view/AdminLogin.jsp HTTP/1.1" 200 14314
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:21 +0545] "GET /HeathcareAppointmentSystem/images/admin-bg.jpg HTTP/1.1" 404 809
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:31 +0545] "POST /HeathcareAppointmentSystem/AdminLoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:31 +0545] "GET /HeathcareAppointmentSystem/view/AdminDashboard.jsp HTTP/1.1" 200 29715
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:32 +0545] "GET /HeathcareAppointmentSystem/images/user3.jpg HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:32 +0545] "GET /HeathcareAppointmentSystem/images/admin-avatar.jpg HTTP/1.1" 404 813
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:32 +0545] "GET /HeathcareAppointmentSystem/images/user2.jpg HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:32 +0545] "GET /HeathcareAppointmentSystem/images/user1.jpg HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:32 +0545] "GET /HeathcareAppointmentSystem/images/user4.jpg HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:32 +0545] "GET /HeathcareAppointmentSystem/images/user5.jpg HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:23:44 +0545] "GET /HeathcareAppointmentSystem/AdminLogoutServlet HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:31:02 +0545] "GET /HeathcareAppointmentSystem/index.jsp HTTP/1.1" 200 13660
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:31:09 +0545] "GET /HeathcareAppointmentSystem/view/UserLogin.jsp HTTP/1.1" 200 11082
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:31:09 +0545] "GET /HeathcareAppointmentSystem/view/images/patient-bg.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:31:48 +0545] "GET /HeathcareAppointmentSystem/view/AdminLogin.jsp HTTP/1.1" 200 14314
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:31:48 +0545] "GET /HeathcareAppointmentSystem/images/admin-bg.jpg HTTP/1.1" 404 809
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:31:52 +0545] "GET /HeathcareAppointmentSystem/view/DoctorLogin.jsp HTTP/1.1" 200 12872
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:31:52 +0545] "GET /HeathcareAppointmentSystem/view/images/doctor-bg.jpg HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:31:56 +0545] "GET /HeathcareAppointmentSystem/view/UserLogin.jsp HTTP/1.1" 200 11082
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:31:56 +0545] "GET /HeathcareAppointmentSystem/view/images/patient-bg.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:32:05 +0545] "GET /HeathcareAppointmentSystem/view/AdminLogin.jsp HTTP/1.1" 200 14314
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:32:05 +0545] "GET /HeathcareAppointmentSystem/images/admin-bg.jpg HTTP/1.1" 404 809
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:32:13 +0545] "POST /HeathcareAppointmentSystem/AdminLoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Apr/2025:09:32:13 +0545] "GET /HeathcareAppointmentSystem/view/AdminDashboard.jsp HTTP/1.1" 200 29715
